address,distributed_amount
0xa325d325cb028fb0aa316afb58b07e71976d1ff3,2.80
0xa326e7236d4c227501c2279422573242661235f3,2.80
0xa33c7f924399b59a8ee627388a108beab5e12eaf,2.80
0xa348dbafecbd9a0a69c0c84da401df16b1caae18,2.80
0xa3509a16bbfc5992eb01cc861b615ccd8e937da8,2.80
0xa357cb3ce710a4f90fb9d56979c2c3634e3965ba,2.80
0xa35acdbfd22bf313d7bc8e462930edf1677e2936,2.80
0xa362a9676db12606d339d10433c1af3618bca1d4,2.80
0xa36d4e73b8cf0d54367b7a33368cd005229c68c6,2.80
0xa37600b08750dd757e4d49d11e6a0e88840c92fa,2.80
0xa37a8b17165e58e3b16669eb12712cbdc4dfffe1,2.80
0xa38445311ccd04a54183cdd347e793f4d548df3f,2.80
0xa396e039948c59ec1682da741d053b7df11cf552,2.80
0xa3cca832239137dcc7c59603d1d39f7759022d33,2.80
0xa3ddf42ee75255fb8374ee41f0af700cbcf22763,2.80
0xa3e3c9cf9f0e5459240ede70c88c5eee9c2cb6a6,2.80
0xa3e6db54ad1c2ccf7ad9fe7ccb76c4c8589ebae2,2.80
0xa3ef23b745ec5d2fc2c4686ec79742bb70b46bf9,2.80
0xa3f63807ccd0249402a2119041c90546906c1550,2.80
0xa40312562a333cf613ad220d10fc95c08bfba0fb,2.80
0xa40447882b7290079d1323c293e5ab7fb1bcca79,2.80
0xa40eb69d2adbd34ea73ea1dfd049f825e8216eb0,2.80
0xa413f25f4a816a1077b638bccfedf5b9a6462370,2.80
0xa41b9c3c91c6398e2cb79a84ee856960d10d664e,2.80
0xa422aba7cded6118d2f25ae486237efea9adce4a,2.80
0xa42735c3b81e533098da5a6a6f7946791ef63c18,2.80
0xa434ac3320b706baf16ac665e6386b1e0d9ce275,2.80
0xa43b7636dd061905889398317903136a8e5376b6,2.80
0xa44510a8404e62d261b2408b485f21a7c3493251,2.80
0xa44dff7bc6177e5c4912baae3de6335dae08a808,2.80
0xa44e9aa8950c34c87980cca4e0f222bf58c9f965,2.80
0xa45b5b61377341c55042a52acf15e3556e68885c,2.80
0xa45cf0b416067cbac4cd76e71029f53c67520d87,2.80
0xa45edf7e5d4be2b758158bc076e4a9e7ab8d387f,2.80
0xa47075da26b887bff0c7a5ab185760b39cc1bb8d,2.80
0xa47493f399246e46d9427e2649eb7b760b9e479f,2.80
0xa478e7a8792b584845cfe27819761e16422154b4,2.80
0xa48168c3d73de7b4fed96383e2bef8e53443a263,2.80
0xa4818dec5f3b2f7426a2c2b4746ef0f1cdcb2272,2.80
0xa483c9954e8c6b43cbb6dbdecae14f98d81789e0,2.80
0xa4867d6ae55974270005e543791c51cb0b2a07de,2.80
0xa486807966140540b83c87c3287f6a4a1b0618b2,2.80
0xa4a64abce3266c836d99769b826dfdd411d68404,2.80
0xa4c099aea9dc52fe5f5aa57cd1800ef91089b323,2.80
0xa4c1011fb7482b0cd3862e4f1c6645b31442d76a,2.80
0xa4c6db0a39db92b006bfb7b96617e960d80c4d22,2.80
0xa4d98e199310eb194b6012682f20afc3c9b6ed2d,2.80
0xa4e0c85376ee823bd8a34408730203c4387d18dc,2.80
0xa4e464af6fa4a346f091e138d9e4e55d86ba2d33,2.80
0xa4ea54e8b2e91d1d8b541de1fe9e4e85a40fef34,2.80
0xa4f23088569f087f8ea5e907a9409a43ea243516,2.80
0xa4f552dc62907fe57690bc3e4d27b0017c23e7a6,2.80
0xa505b105060eafbf4521e337256ba0433b6fc6bd,2.80
0xa506e0961494a33a887525b9eaffb31457818815,2.80
0xa50eb57bfd181fd88f14ded1f1ae8b557c4af023,2.80
0xa51b03d2cf98e56459b5d63f7e268f9380a31ba0,2.80
0xa527c323f2cb7704e84cfea27d595e6e0e51d5eb,2.80
0xa52f7061725656ed15617e91f2e99ac74c32fdf0,2.80
0xa539ab0e624885c80e3c31d2cae0e6c903c4ec4a,2.80
0xa54348c24299a347f11dd9e86b3affdada541e71,2.80
0xa545b2064d8d6fcce6ebe6699ace5f8abfd4029e,2.80
0xa54df98f787abbb13f09d096c55d25cc16592831,2.80
0xa5522efe7c13f3eef012f6871d4bd07d48e515c8,2.80
0xa55d64c874a65dc36ab37464dbec60a6bbdeef8b,2.80
0xa55fc743e322ee7c79e6f49b9ef15b6f2f7f034a,2.80
0xa5717282d3b4daccc800af679a1b389a6ad000fa,2.80
0xa5725018da8200cc3714369b603c4e296b0d4977,2.80
0xa57931658c48bfaf8522217e002f21c91966f178,2.80
0xa57fa17b46128f27831aa9c4c67f3c322e861f32,2.80
0xa5ab634bf4492760c8616d635c68e44a9a1ec7e4,2.80
0xa5ae8099213ad773fb1360c8c00f987f5e616170,2.80
0xa5c3a513645a9a00cb561fed40438e9dfe0d6a69,2.80
0xa5c425efd4f5c289deaf719a6a0cec1138413f38,2.80
0xa5cd6342f8344702df46820f4239e33f655aab26,2.80
0xa5d223c176daab154a3134369d1c0478c5e6fecf,2.80
0xa5e98590390d72055e8f03104d66fe5cdfd61b12,2.80
0xa5f11624f0f51c76bfb5861076f9e8c4b56f3e49,2.80
0xa5f8ac24ee940cde1026af38f6fc4b68f304e016,2.80
0xa6295d56cfc3bda6a433f72ab3e98e043ed0549e,2.80
0xa62bb798b986387c752887654ff82025fc364ec2,2.80
0xa6369ab0cff35d8c3b19f3be3f5fbf9f4ba5b2a2,2.80
0xa6519d62471b77afb719d0a7bd3e30c7becbd095,2.80
0xa659f1e4baaafd27214ad8022c520dc74a932301,2.80
0xa65a864ca19535e4c06000768c6cfa9f6ebaeb12,2.80
0xa668ac5abef2c9cc7fd786250c9baeacec8d31d5,2.80
0xa66c262a2df62b6dc0f4eea46db98849000f17f3,2.80
0xa66c9115da7589869ed1f61a6273472c4123bea4,2.80
0xa68658704ae5f37284e93ac91a7fecb1c858dbed,2.80
0xa68e43c2b6ca683a49311382c61a4ae1229d895a,2.80
0xa6912731e019f7a19447e40bf4270676fc76c5c2,2.80
0xa6ab58cab27d6dfb03948507f58d2ad989ef663c,2.80
0xa6b4fa1b00e0816ee1db079ec16b9f7b4d836d27,2.80
0xa6b94ce98d6cd4f447a9c6788f169dd17f65f747,2.80
0xa6cb16c0726641331759007dc2202146932df7b2,2.80
0xa6cf7545af8caaea4ad27ed90e3017b3f6ac93ce,2.80
0xa6d05ae6168be1b32a9f9683d908bbc50eeedee6,2.80
0xa6d2e363d3b34686dbcf158f6c2f67c41139b69d,2.80
0xa6d62ece2f050a9b1ef79e003eda0a012504b3e8,2.80
0xa6e0077b33d80bf3eb64cfdf8ec7d023cdd9c62f,2.80
0xa6e8e242a6bbdb87765edb408530348b4f51030b,2.80
0xa6ef973614870a0a38ff5ee8595a1650e92cec04,2.80
0xa6f424cfd591e2e189943ffa46795b4c8e109193,2.80
0xa6f5f84a1109b50b9aa2449a69b4f3fc0d5380dc,2.80
0xa6fe04142ed861242db6025149eaad2071ff74c3,2.80
0xa70683eb44097c73de314922ff8d759deb84005b,2.80
0xa7086ec7e771120923a1b0cecd778e87e74ed961,2.80
0xa7167b1227cd0c2671b521ed140560d6ad491b35,2.80
0xa7299051ab4cf8b4048339a3de64afa65c1aa706,2.80
0xa739864b45e2d4ae5c2799538828d820699af9ab,2.80
0xa74151e6e10f91e0be207b94c97aefcdffda29f3,2.80
0xa75bdd5decb8c8ebaf6f1c160eed774548d99c33,2.80
0xa75c514559200a638475628ce45c2edfadc556dd,2.80
0xa764e775bf36a4a4755db4913a21e712bdec0b43,2.80
0xa7656d4ea6464738650fab72eebb7441dc234972,2.80
0xa76875772b5eb7279455fccffefddd42b086c084,2.80
0xa77e704fe0c7ec6ba0b881352c3634ccc0e3513e,2.80
0xa780e8bd7ad7c6ca57e7c449d2893b3379a0ce8e,2.80
0xa782862589e5e353bd450df556354adee13b3388,2.80
0xa79301e9a6554015ff72848f1cf75422c2b45e29,2.80
0xa79a1fdc3606e5896fe0299f614fde31a1232795,2.80
0xa7a0f61c5c255bcbf9528fc2ad01b6138e41c5ca,2.80
0xa7a5a2745f10d5c23d75a6fd228a408cede1cae5,2.80
0xa7abdf66fe785807133d6547a19ea4d1f714f99f,2.80
0xa7ae5eece7cebf1a6f7865257ecb622805a0ef18,2.80
0xa7b533339209d64a9820902b9b6320b091c15e9a,2.80
0xa7b6ddff1ea5e83d42d0bb4422ff8e9c2efb84d0,2.80
0xa7b95d2a2d10028cc4450e453151181cbcac74fc,2.80
0xa7d1fd2e2d3fa78c23593e92cb59eaef667153bf,2.80
0xa7d79d08c788860136fce0c3d6e82939b1d03a06,2.80
0xa7dcc417c63f24f9073b667a5d7149bd38463d0f,2.80
0xa7e050503cf03837da4597ad6329ed7359c81733,2.80
0xa7e7af3fd4b1b35d7c292c0d4ddad81e6c2726fd,2.80
0xa7f254a271bd33f658db29e463825653996791da,2.80
0xa7fbe9bd873b57392df8224955e212688d05ea39,2.80
0xa81d671efb06c4869e6749e43cffcc00b574e3e3,2.80
0xa8207755df9a64c5ad734266fd34a5134d2528a1,2.80
0xa8220489542e1b746ca6b1bcd6e471628d332d02,2.80
0xa8238fc20d72e4ab75e33f995e2d31e1d20a4736,2.80
0xa8337781796b471c25e11921a36477a1d6d324b0,2.80
0xa8587068ce6b96a3e1f82586f0aa2585cfa0b673,2.80
0xa874503dcb788e79188ea1314aead220169a34de,2.80
0xa8798e039ee894433535f5a11b648070988ad7f6,2.80
0xa87f3690edc76d19403efbd1087cd4d2df01205a,2.80
0xa886241cfa1d24734b28254ca74e3da93be07db4,2.80
0xa8866c94ab7a09a50bfc18370d86f66f4079de18,2.80
0xa89025394135f9333ffec00f82ab2395770fff52,2.80
0xa890254ab187d03d1524d0f5cac0afcfee79dccd,2.80
0xa892631eacaf19db0b229d08b3a02e5e53ff37c1,2.80
0xa894ce66bb2ecfacc13ff454cce0178354db8664,2.80
0xa89c876be69223295a0925d7a62cb6868dec4ac8,2.80
0xa8a5081fab5fc0762091906c6fb892801379922f,2.80
0xa8acb69a8a6da5def7f0bba87d69f37e713eaa20,2.80
0xa8afde77a24200059327c570e1df79eb21a493ce,2.80
0xa8b5706ad18f1c4af55775e504bc9dffa167522b,2.80
0xa8bdde3d55306b29bfef9168b04d9099990b431c,2.80
0xa8c0549bab234c01471cf95f0fb70a469bf32e4f,2.80
0xa8d3fb56b9cd84b0fad43c4c39a550171c407540,2.80
0xa8ded3ea906749227f3e2db43d8f30744f8b5929,2.80
0xa8defb2e1fe760f02f39e3d07a2ba0605fd8eb28,2.80
0xa8e669676461000ac3ee7a44284003179c2fe5f2,2.80
0xa8e7a10d2eb9f59840a7ed6d4484956124588cf3,2.80
0xa9007fd0ee7ad50de7e697ebfe490b806d08f11e,2.80
0xa90714fa8fa7ccb5389e945f3e5250bf9453dd6d,2.80
0xa907ebe15d7759cc971840ea572d0db0a3b2580b,2.80
0xa90f9ca19e8d556435a091f8f241ae18d2d1e274,2.80
0xa916b82ff122591cc88aac0d64ce30a8e3e16081,2.80
0xa919538ceab5c64608945865835dbc10540feb1d,2.80
0xa920052361e95c1b78654698a3f74932fc7cda64,2.80
0xa92fe0988d9aafceaada89cf6dec2136e8495119,2.80
0xa958598d228dd5fe7d4d895e8fc2ba6153fe3e6f,2.80
0xa966f298f860cda7c1d5ef050a2e16fb3871e8c3,2.80
0xa97185aab0efd8552a1821930673418c92c01fc4,2.80
0xa9719c3d3df92eb21fc1fdeb0b37c15c5dac47a5,2.80
0xa971ee635fa3ab5648ab2e2c65077b772929f174,2.80
0xa9830a917f71925007b359d61c3dcb7d23b08750,2.80
0xa98e4aedc882f36317cdf536733b54cf43854f5d,2.80
0xa98f358410fb5287d187690594de7422308ac803,2.80
0xa99efbd6e38fa1a5a0cc8a24a77a566c78e9d913,2.80
0xa9a063896580d43cabf1fa8a752787a8452ed7c2,2.80
0xa9a677bc6f57c532c51acbe5c82dcb4d1776e9f1,2.80
0xa9b0526a66aab045dacd22502aad8dca6fa7e6de,2.80
0xa9b430ba6ba322ce2073a4bf46e235df7b86cd6e,2.80
0xa9b90d41890a8e05ba826880b188b501f3ae7aea,2.80
0xa9c4ddeae2e29f60e878e2ed08f97fb0e339f6b0,2.80
0xa9cc35a54dcc7acca905afecd334bb4e03ea4f21,2.80
0xa9cdf0542a1128c5caca1e81521a09aec8abe1a7,2.80
0xa9cf7802706784ed7c527c6f773800d7101c82b6,2.80
0xa9d43d5b22e5eb975df03f54a90e4d630f448f4b,2.80
0xa9d6ec0a85eb38f6ae13fcbcd6cb9fc22795a248,2.80
0xa9e1991b045b88d8f645ad5b392360e8f9a53328,2.80
0xa9e19a99e8e1f57eae630c3e418ee43fb9dbbd5b,2.80
0xa9e4262cdfbc04410d5c023c2b390872ce094f91,2.80
0xa9e490e94a6782d0a5c81b01f7f61a1400016da4,2.80
0xa9ed115eed91aa165eb461baf512e67248e0fef2,2.80
0xaa39b789e93387a9f022418c67cdbeda8ec769fc,2.80
0xaa448c9ee26610791e7267f71f270a43d37dbada,2.80
0xaa5380786b4422c962c8cf93def52c4511a433d4,2.80
0xaa538cdade5fc8d306342353193701ff233bd3fb,2.80
0xaa579b2bdf24d802af914e61786e794cc2b561e0,2.80
0xaa60084b1170bce4b6aaa1c56c1aa5f3dca85923,2.80
0xaa638a5426ad0904cc52e161b4a4832168eb9d40,2.80
0xaa63d96a559fe675b997fc61ea82a188180199fe,2.80
0xaa69eba3bf1b98cbaac0e5b8dc49730d05ed9a52,2.80
0xaa7a9d80971e58641442774c373c94aafee87d66,2.80
0xaa82266430e26a3ccbfcf8504b5e1f4a8b660d3f,2.80
0xaa8427aeca7a74555711bc71c2e916a2c069c016,2.80
0xaaa19fc088a28f8ac0810840c9966b72b64308e4,2.80
0xaabd5fbcb8ad62d4fbbb02a2e9769a9f2ee7e883,2.80
0xaac07f7052918912474e13f7564e88d2f9db7ff8,2.80
0xaac34cf759be23c9636c0703d1168e6aa488294a,2.80
0xaacb18af34409dbe574deeb073277714fd871cbd,2.80
0xaad06d722b1a7e9a738da89be432b565c3471da0,2.80
0xaad32d681f01ef269507158cf97c64935dbff09f,2.80
0xaad6476007c659449bbce2739c6b16c25e69799e,2.80
0xaadd9277ee25f087a974c9a8985a6b52a912b577,2.80
0xaae4d69d8476fcab51f11bb81f8f12f7d00b9028,2.80
0xaae4ee7bf89195a83c084ed15b348603f9fce53b,2.80
0xaaf1c2498e36d02ab2bbc32f90fb8cfced8ee63a,2.80
0xaaf4f0fd114803de72ca0530ea00eb434c3c4194,2.80
0xaaf86f351611cf3fac0ff0010c2d857df79e95e6,2.80
0xab02ca6151925a94fc24683694a812bc7bc8593b,2.80
0xab1163a7c620fa460b63fb66b7ac2229de187350,2.80
0xab2fd81235856014523882fe3b409079d497de9e,2.80
0xab30f11201d6d53215729d45dc05a0966c237922,2.80
0xab328bf8c8340a590b379ab82525d91b2bf2a957,2.80
0xab3e81cceac2d6a63ddd24038b791801edefb67a,2.80
0xab5801a7d398351b8be11c439e05c5b3259aec9b,2.80
0xab5b57832498a2b541aaa2c448e2e79d872564e0,2.80
0xab6165efebdfd7b9b8ad2c7e2c2d966b3ca8e8dc,2.80
0xab61719309bf30cda379b45ac33326b24261f956,2.80
0xab61914d7ceef1090a5538d5c0098c64cbec37b9,2.80
0xab68a9ed16c81e9406e44d8ad59a32cde2955c79,2.80
0xab6e57438d178927da2e73aef71a2f7b7b78a9e1,2.80
0xab756cd4f67a74d71ce9a0feeb0f1ebafbad016e,2.80
0xab8d0a6784ce6b16da622c9a3a63f611c5f24cf7,2.80
0xab9c793344d16504a5073368fd030e73cc621cb0,2.80
0xabb6b51089ea0178a6a06aa931e190418ce3f7aa,2.80
0xabc984bfae31d9c43a5b8eb0c56dbb8ae39e35bd,2.80
0xabca2289f0d03773e8b102248997e854aa36cd21,2.80
0xabdc528381543aee7b6b0375290f7d6c4d46e074,2.80
0xabe521ec7ea3b0e95ef2db9c9ad1079a421382b8,2.80
0xabe5538c53288a78f78b9e91071a6ed7595b5a1a,2.80
0xabec91ed6ca19a29c5a3153969724a892703331c,2.80
0xabfc22c3970817ced8abfd0a1b1c94d79847a71c,2.80
0xac03363f1dfd8087f8ee7775a703ace890a06d7f,2.80
0xac042d2a9dc47cd01ce67d07bb73adcc17868ff4,2.80
0xac09dc5215197c5b93ba76c5ee2a28a4c6695bfb,2.80
0xac181d09003975eab2418933797a92bdf8196d7c,2.80
0xac250bfbb0454dafcdf7593682ec4acde67b7c0f,2.80
0xac2f8fa32f129978aade8693f1a20730f3f55dad,2.80
0xac4416bb6f76d4127a91044f9c31b3eefd42c153,2.80
0xac49926b990b3cdc66d3f020989f20a1b51744ad,2.80
0xac4a448ec04ff963742e2b733865293626000d76,2.80
0xac59f71c383de1ef94802676f72f1bae3d7d3029,2.80
0xac8804add069588c88585868c10fce5bf85e64cc,2.80
0xac888b29684b657ea9ddb5fda54508a888b2a49f,2.80
0xac9283ebcd0c41faa7a5399ad94acc444954b446,2.80
0xacaf7008ad335db7409a214d7312fad6bf936127,2.80
0xacbca1d9c651cb4d8bee82c00d6015e1d4604604,2.80
0xacbdeb98b0f9c75ab32fd26be1145fe9005d0cd1,2.80
0xacc0e80e3cccede7d2948ab542700bb9499d2623,2.80
0xacce3e76e0c3dcd2fde8d41981c142816a1b2180,2.80
0xacddc9fbda34a9889c86c2d607e735f968369dc5,2.80
0xacde0b37b1c7df16aed8a5c6f5644df910da8866,2.80
0xace0c45a761bb92150092b88abf1a7c9fc2b118d,2.80
0xace689a8bb052ac81a56873362a3fe8b6d425757,2.80
0xacf2275beae7cdc67ad447b738d44394f6b33d66,2.80
0xacfdff61776531f64dbe50ad196f95a1cf92a8d5,2.80
0xad024dafec0c80ff747ca83bbdd406012d3fc9f0,2.80
0xad08556542a4145fa35eb081451248fa236fd4af,2.80
0xad15fcd2e6d0947bcc0ae86bbfb45b575fef5485,2.80
0xad1808154cffbdf779a508d756b8c85c3b0bdaaa,2.80
0xad194a32698f86181c8222bd1f379086d09296f7,2.80
0xad206094cb043ee2521ba4d7548df23c1e0980c9,2.80
0xad253c3d9b91ed0233a6b24dc070cafdae17bea5,2.80
0xad2dcb058f10b4e11611f9c1fc0aa1a532e270d6,2.80
0xad3cd290115552be576780eb0298d72c554c1b9e,2.80
0xad42e26cb95ae7d443e4db0b315da0c128c3dcaf,2.80
0xad431897a106f316c7441c5955dae316680f1056,2.80
0xad4489f64a8be791294116d3e99d2721c7f0a72a,2.80
0xad53655ddbd9f3e8cfe50820676389553541fbd2,2.80
0xad5ae24a71e452e9c60486e50695c123aa37bfbc,2.80
0xad5b009026ca4a0a2604a4023cac6c5b5ddaab59,2.80
0xad5fbf5de2fad5fbf3b782acfeb0722ab93f7044,2.80
0xad62da09a5fac08c802aa97707186c9be1838700,2.80
0xad6dc70367d2d93cc5522927d3e2e8e306050fba,2.80
0xad73c9dbc6865e18683f64d0d98852304adb7c88,2.80
0xad8a6d083b7ff5626f574fee756cc9b632514064,2.80
0xad92067f9f310d8f9e2840dba41e95a556446ee1,2.80
0xada29ac69b950a7e2aa08d5d76b8d1fc904f5849,2.80
0xada97e9e7ed24e75a0eced6bc6e2bf285c3bf5ab,2.80
0xadac73ce5fa81e674b1ea1502f9183053d09f31b,2.80
0xadad643cc301fde147e69bdec6c6c4b4dcf9c41b,2.80
0xadb0dc4d22d6c28be51978271f22878ba67dadaa,2.80
0xadb0de8419753e5d743d970a347157e1020cc145,2.80
0xadb1c3a38a64e3315821cd4526f6afd2585cef3e,2.80
0xadb6b7494fb8ab5000450f1972efc6341d803824,2.80
0xadb9b81913bbf50a1e3b0bf95ef58f81c5744b77,2.80
0xadceeff339c1d9a26db6d0d4eac172f4172c62b5,2.80
0xadea15ecb8a5cf2651940b338803f31ae411fcda,2.80
0xadfb961304f356df4cdc52c50a5f2dacc7bfd4fa,2.80
0xae3311092bb97ac71f05b42ebde20dc909a9627d,2.80
0xae36fa0cffa82c93a02c0016b49f0bfc7581e791,2.80
0xae3a3d0a97fa75a340cc879700939699d775688c,2.80
0xae3c4dc9aa87564fbd8717cc895221fa22734df7,2.80
0xae4281d74056f3975941b66daf324bb893279cf0,2.80
0xae433ea9e2e88a30b1d212d5cb4484a3356ac88c,2.80
0xae49ced7165ecee62afc684ae145aaad77e85a6f,2.80
0xae6459fa0ff1fa99f298e712c5a07964a0db78bd,2.80
0xae694217ce1d2985b97f09d93670513e34768a68,2.80
0xae74d4af5310170f8b2c0227b0c8ca70c8e2c78f,2.80
0xae867f385cfac5db4b6ab5bb3e659d840a81828d,2.80
0xae91efab96babe3a408e335459bca3b74ea7add5,2.80
0xae9ebbda8a83c95724b92578ccfcbd19edb4e2a1,2.80
0xaeab7bc740cd57628e35b92bba0c67d388309a9a,2.80
0xaebb1fc45ea685b40dae8b3e84d7f0b94d88e0bb,2.80
0xaec8351a7a6d7169d202767f8b0dddb16d1ba081,2.80
0xaed39390d7645ad7c825bc534c69342b3d4e9e0b,2.80
0xaee3825adf368f2f7097579f61e9bdc33279e9cb,2.80
0xaeed76f9567347d476a8f8c7ec27cf56717c1b96,2.80
0xaef916fe07781847e77815a31f872456fbaeb31b,2.80
0xaf1c50344ca8424f7f6ade855e1036c458ca8c4a,2.80
0xaf302aa751058797c6ab5249cb83547a6357763a,2.80
0xaf39f5282085e06c499839a70ce6314091168649,2.80
0xaf4185346ce56cd028f97c0ac9741cb9541f2d60,2.80
0xaf48d39ba19f80b8d8220ef9db0b3221445658ee,2.80
0xaf4a1fee4599a76cda1c2b2055eba39235708950,2.80
0xaf4e4b644b7c27930fd4bf21d83f2b1764b307b0,2.80
0xaf4f081bd3f0320938f9195dc6e600192773803c,2.80
0xaf514517e615c1ddc52bbdbf1e1092a8ae136a46,2.80
0xaf5f0c32f6df967e567b57aa3a353a3b9397bece,2.80
0xaf6dd77a1e2efe8f729be73614000ac6c70dae43,2.80
0xaf81a501158cf064cc4c5c745652967f16f9f883,2.80
0xaf857d3446a4d485a4fd8edf28bb6d821ef436b1,2.80
0xaf912a4aafeba1f1e459a3f827e0d3b52ce034c5,2.80
0xaf9ae444ead8472d4b7f4999067bc7fea28f6b39,2.80
0xafa2aebf4ef2582e243ae040276df1ecbf434f38,2.80
0xafa32b3cdf8bed419a92724153feb55173e11968,2.80
0xafa465d556ddc24f65fefd1b6e0930ebf211fada,2.80
0xafb33b1f7431df16b1a5a331527363b49f274731,2.80
0xafb3dc27b39e4979802e95750e5d4a679c30a182,2.80
0xafbc46e8e922fca4df77a031bc3aa0bb497fe9d6,2.80
0xafc1a5cb605bbd1aa5f6415458bc45cd7554d08b,2.80
0xafdcdb23eb23ba56913c39259bdbd5d86ee25795,2.80
0xaff77316d8c81420ee11a7e335d7ec8511d04bbb,2.80
0xb003703505dcced58819875832902e1bda075052,2.80
0xb00d1cbc3d407ca185968d3ab1a4728293580f73,2.80
0xb017c399efaef06db3d32ef8e1e538c6ceeb7e63,2.80
0xb021ba54842f52a880a22f9e646f359ecdf0c6f6,2.80
0xb03f5438f9a243de5c3b830b7841ec315034cd5f,2.80
0xb05136face3f8c6f9e6cdb076a38ee6d4910f6d4,2.80
0xb054c0ac21e3f92d38da73d2bd64322dbffcddae,2.80
0xb0550acbace713b8db4a52bf2d76b7f49a47d3f8,2.80
0xb056fe88d9419c5f58a6db7cfe652e5051e9cc7b,2.80
0xb05e133ddb7eef66bc9c1487982e75121cb844f5,2.80
0xb06203546111cbf77300ea7e9cbabe0d3d37b8d7,2.80
0xb062d263fcb9e534556d1f90f1ae0cb0563986c5,2.80
0xb0673a1cc8c8ac9fdd049c8894615e57ee45acf5,2.80
0xb07421eecdb730794b3a7e76e54e7683c3687d8b,2.80
0xb07508e0de659b7d6dd550a1cf1a796fec4fc9aa,2.80
0xb07cc36fa7d15fe4eeb90e301f200c93b4f4e732,2.80
0xb07f85409207412fdfb2fa18fff3ca1115b894b2,2.80
0xb081319e9fd204a60592607596e6580447076c23,2.80
0xb085a69dea46e453026a7abd83482ccd59c443c2,2.80
0xb0899bd165e5c15a69226a7aa6d7556dabc3f8f4,2.80
0xb08d90d1b3fe182674dd2b9f131f8dcb92c36778,2.80
0xb08ff45082b4101004731adab07061bb61853c8d,2.80
0xb094864d86c9bc0f1aab02f92fb06ff5fe8d1b09,2.80
0xb0b9bae370263d7c455a9b25ab4affba13b423d8,2.80
0xb0bc63da406b009175ecf144162b3ab0135e1088,2.80
0xb0c07752a4bae00e2c7a46279e46f4eadee1f0d0,2.80
0xb0caaef6c1ee42a01f98c1c0341551609dc8661d,2.80
0xb0eb51477dade896b5aed90047e1538280c7f516,2.80
0xb0f49f4860a94192c692afb7640fc4a631240b3b,2.80
0xb1016ad5e413423703053f32bac838c4c6821422,2.80
0xb1054a5e00fe79fbf2610187ee004a471df115a3,2.80
0xb10a6500f4148e16e6bc05a5ea3089fd3d57f157,2.80
0xb11864c0940ff9bafbde895424e8b980a8cb6fc7,2.80
0xb11af3eaac502fac3c613b03c9a352c08ea5f765,2.80
0xb11b38a7c3fdb1a151050dd13e62ec63c611ab47,2.80
0xb11bd109923b4730442801fac3baec113a6657d1,2.80
0xb132a17ee24bd1ba7a01e2d6401b1127f9ed7da3,2.80
0xb1733154c7efcd5fc2a27c73cc0524891cb45acc,2.80
0xb17b30e35e76e56a4a443bc0a464b228ef83ba2c,2.80
0xb188daddde4df91fd4cc4aadc5334873099d4b94,2.80
0xb18977c13f660efe659f04c1220b801a43511667,2.80
0xb18af92de9057567d3c01d77ba6481a909c1570f,2.80
0xb19cfe4fba32c9a4160095720f031665f3f5fd38,2.80
0xb1ac84c7e54136584b9e848669e4e24454a3b1f2,2.80
0xb1b0af046a10d5a58f91cae25425c9d7aa867c77,2.80
0xb1b86c468960d6daff0f0d0e5783417b20183e95,2.80
0xb1dc79fca5ec0623e2db4364a940fbf565557d22,2.80
0xb1fc6d673b6393b796192b46278edb1b5ea75013,2.80
0xb200815a08e3244501751143520cff7ecf492dd3,2.80
0xb2043afec208f170f6fb8a88284330c879105ff7,2.80
0xb20aab4cd244cf2645df2cdfbcd98ba7e2395927,2.80
0xb20bb52b79424267ed4ab529be9f10b1a9e898b7,2.80
0xb215cfebb90d91b1d2f499843800d3105b1366fc,2.80
0xb2163cf0152790af2cb831a5ffa2b282f697720c,2.80
0xb228f3fc3328f671c259f68f0c2c2534a8e8929d,2.80
0xb22a7c9bd86a428c09af3d7cf93683d23c944fbc,2.80
0xb22f62bc7b7417c57d2b7d155f2a3d037c80f9f8,2.80
0xb23512e8e4aeadb232238960c94e4718670b48ef,2.80
0xb238f7dd34feaac12813dbbad82b35ab1928629f,2.80
0xb23f2ea0a09649fce00f6104238138405635e71e,2.80
0xb2407c13f03e6b4a0ed77867ce942435f8f1f313,2.80
0xb2548842bf6e8e811c2c0d99b07f084dcdf25fde,2.80
0xb2618c298134f0e1c9f60c11e3c1ffc7b79cf3e4,2.80
0xb2628d3e3d803279cf06238644d6a57bc38dbc20,2.80
0xb2723beacce4bc54f23544343927f048cef6bd5a,2.80
0xb2730ba4ac6b07267afb06f2494c8a31686f1044,2.80
0xb27490eed00716858df4225f0b139839c8a84c6b,2.80
0xb277bcc77f159b4f94d8a4fdf3a7ff45ab157044,2.80
0xb289806a6e99cca9b190e5a9bc7d5729928237f6,2.80
0xb2a541786a971bbc36e46c8900b3ddd7db9bddc7,2.80
0xb2b097daf9645d99b0408fc8262c6fb65d537413,2.80
0xb2b226328baff75a516315ffbf363391e30daeb6,2.80
0xb2b34ae8959be3375405b00f6cb89d4e670ec3ae,2.80
0xb2c4a93ef1c90f63108a3e1ffaa4ced338b78cb7,2.80
0xb2cb2e4fb4382a5f9890e4e146802657a43f5bbf,2.80
0xb2d5fd7d47f65c2c2bff2da608f39e087d60928e,2.80
0xb2f8b6bff700663773843d29488cda98c76b73d2,2.80
